"rating","total_spent_by_client","country","payment_verified","job_url_main","job_title","job_description","time_posted","hourly_rate","skill_level","estimated_time","estimated_budget","tags","golden_score"
5.0,900000.0,"United States","Payment verified","https://www.upwork.com/jobs/Developer-Needed-for-Report-Troubleshooting_~021889092978798263204/?referrer_url_path=find_work_home","R Developer Needed for Report Troubleshooting","We are seeking an experienced R developer to support our analysts in resolving complex report issues that they are unable to handle. The ideal candidate will have a strong understanding of R programming and data analysis techniques. You will collaborate with our team to identify problems, provide solutions, and enhance our reporting processes. Strong communication skills are essential as you will be working directly with analysts to ensure clarity and efficiency in resolving issues.","yesterday",0,"Intermediate","Est. Time:",0,"['R', 'Data Analysis', 'Data Visualization', 'Statistics', 'SQL']",66.67
5.0,600000.0,"United States","Payment verified","https://www.upwork.com/jobs/Seeking-Decision-Makers-Users-Experimentation-Feature-Management-Platforms-Paid-Survey_~021888902224683965765/?referrer_url_path=find_work_home","Seeking Decision-Makers & Users of Experimentation & Feature Management Platforms – Paid Survey","Job Description:

We are conducting a research study to understand how organizations approach experimentation, feature management, and product analytics. We are looking for experienced professionals who have hands-on experience with these tools and can share insights on decision-making processes and adoption trends.

🔹 Who We’re Looking For:

✅ Current or former users of an experimentation, feature management, or product analytics platform
✅ Decision-makers responsible for selecting and implementing such solutions

Details:
📌 Compensation: $20 per accepted response
📌 Duration: ~15 minutes
📌 Geography: ~ United States

If you fit the criteria and are interested in sharing your expertise, apply now!

*Please make sure to provide detailed answers to the study and ensure a total of at least 500 words across all open-ended questions.*

*All payments for this project will be processed exclusively through Upwork. Once you confirm the completion of the survey, we will review and release payment once accepted by our client.*

We look forward to your responses!","2 days ago",0,"Expert","Est. Budget:",0,"['Market Research', 'A/B Testing', 'Experimentation & Growth Analytics', 'SaaS & Cloud Software', 'Software Implementation']",56.67
4.6,700000.0,"Canada","Payment verified","https://www.upwork.com/jobs/Zoho-consultant-integration-and-data-visualization_~021889414071153097636/?referrer_url_path=find_work_home","Zoho consultant - integration and data visualization","Phase 1: Enterprise Sales Dashboard & Marketing Sales Link

Scope of Work: BDM, Manager, and Broken Window Dashboards Implementation

Overview: The purpose of this engagement is to design and implement a set of real-time sales dashboards within Zoho to support sales operations, pipeline management, and data integrity. The dashboards will provide individual sellers, sales managers, and executives with critical insights to drive productivity, ensure process adherence, and enhance sales outcomes. 
Additionally, the scope includes integrating marketing and sales dashboards to enable end-to-end client tracking.

Expected Timeline: 3  Weeks 

Objectives:
Develop a BDM Daily Dashboard for individual sellers to manage and track their sales pipeline.
Build a Manager Daily Dashboard for sales managers to oversee team performance and drive accountability.
Implement a Broken Windows Dashboard to identify and correct process deviations, ensuring data integrity.
Link marketing and sales dashboards to provide a comprehensive view of the client journey from initial engagement to deal closure.
Build a traffic light system of 'red, amber, green' function against target for each target This will allow us to quickly understand if elements are on/off track

1.0 BDM Daily Dashboard
Purpose: Enable individual sellers to efficiently track sales performance, manage their pipeline, and prioritize daily activities.

Key Components:
Bookings & Target Attainment
Quarterly Target Attainment: Real-time bookings for the current quarter.
Annual Target Attainment: Yearly bookings tracking.
Dynamic Filters: Auto-updating reports showing individual reps' percent attainment to target.
Meetings Booked vs. Meetings Held as a dedicated metric.
Quota Attainment (%) with individual, team, and company-wide tracking.
Introduce Win Rate (%), with an option to filter by industry, region, or product.
Add Deal Cycle Length & Average Deal Size ($) under pipeline management

Activities Tracking
Today's Activities: Scheduled tasks for the current day.
Weekly Activities: Scheduled tasks for the current week.
Overdue Activities: Past due activities requiring attention.
Meetings Booked This Quarter: Tracks adherence to Stage 0 KPIs.
Meetings Completed This Quarter: Monitors progression from Stage 0 to Stage 1.
Rotting Deals: Identifies accounts with no activity in over 20 days.
Blank Next Steps: Highlights deals missing next-step plans.
A metric around accounts coming up for renewal/churning accounts

Pipeline Management
Open Deals: Displays all open deals and flags stalled opportunities.
Open Pipeline (Current Quarter): Shows deal amounts per stage within the quarter.
Open Pipeline (Next Quarter): Provides pipeline visibility for upcoming quarters.
Add Pipeline Coverage Ratio alongside open pipeline tracking for current and next quarters.(Pipeline value ÷ Sales target)
Add Lead-to-Opportunity & Opportunity-to-Close Conversion Rates under open pipeline tracking.

2.0 Manager Daily Dashboard
Purpose: Equip sales managers with data-driven insights to monitor team performance, ensure pipeline health, and provide coaching support.

Key Components:
Team Bookings & Target Attainment
Quarterly Target Attainment: Tracks team-wide bookings.
Annual Target Attainment: Yearly performance tracking.
Dynamic Filters: Allows segmentation by team, country, and global views.
Pipeline Coverage: Ratio of pipeline value to sales targets or quotas.

Team Activities Tracking
Today's Activities: Displays current-day tasks for the team.
Team Meetings Booked Week Over Week: Tracks meeting booking trends.
Team Overdue Activities: Past due activities across the team.
Team Meetings Completed Week Over Week: Monitors completed meetings over time.
Pipeline Generated Week Over Week: Tracks pipeline generation trends.
Team Rotting Deals: Highlights opportunities with no activity in XX days.
Team Blank Next Steps: Identifies deals missing next steps.

Pipeline Management
Team Open Deals: Displays all open deals and stalled opportunities.
Team Open Pipeline (Current Quarter): Shows deal amounts in each stage.
Team Open Pipeline (Next Quarter): Provides future pipeline visibility.
Team Pipeline Coverage: Visualizes pipeline coverage against team quotas.
Churn Metric No. Account due to churn in next 4 weeks/2 months etc


3.0 Pipeline Reporting

Overview:
Strong pipeline reporting will be a crucial tool for sales managers and leadership, providing a detailed, real-time view of the sales pipeline. It aggregates data on all current deals, offering insights into the pipeline's health, stage distribution, and potential revenue. This dashboard helps in tracking the progress of deals, forecasting future sales, and identifying areas that require attention. This reporting helps ensure that sales activities are aligned with business goals, opportunities are effectively managed, and sales forecasts are accurate and reliable.

Purpose:
The primary purpose of the Pipeline Report Dashboard is to enable sales and leadership teams to:

Monitor the status and progress of sales opportunities.
Forecast future revenue based on the current pipeline.
Identify bottlenecks and stalled deals within the pipeline.
Make data-driven decisions to optimize the sales process and improve conversion rates.
Ensure alignment with sales targets and organizational goals.

Users:
Sales Managers: Use the dashboard to track the progress of their deals, identify areas that need focus, and optimize their sales efforts to meet targets.
Leadership Team: Gain insights into the overall health of the sales pipeline, forecast future revenue, and make strategic decisions to drive sales growth.

Specifications:
Pipeline Overview:
Total Pipeline Value: Sum of the potential revenue from all open opportunities.
Pipeline by Stage: Distribution of opportunities across different stages (e.g., qualification, proposal, negotiation).
Pipeline Trend: Visualization of pipeline changes over time (e.g., weekly or monthly).
 Deal Cycle Length & Average Deal Size ($) under pipeline management
Add Lead-to-Opportunity & Opportunity-to-Close Conversion Rates under open pipeline tracking.

Pipeline Growth
New Pipe: Week over Week pipeline creation (broken out by stage 0 and stage 1), by deal volume and by $$ amount
Meetings Booked vs. Meetings Held as a dedicated metric.

Forecasting:
Revenue Forecast: Projected revenue based on the current pipeline and historical conversion rates.
Forecast by Close Date: Expected revenue by month or quarter based on the close dates of current opportunities (weighted by deal stage probability)
Forecast Accuracy: Comparison of forecasted revenue versus actual revenue over time.

Pipeline Health:
Pipeline Coverage: Ratio of pipeline value to sales targets or quotas.
Deal Slippage: Opportunities that have had their close dates pushed back multiple times.
Stalled Opportunities: List of opportunities that have not progressed for a specified period (e.g., 30 days).

Segmentation:
Pipeline by Product/Service: Distribution of opportunities based on different products or services.
Pipeline by Territory/Region: Geographic breakdown of the pipeline.
Pipeline by Industry/Vertical: Industry-specific analysis of opportunities.

Deal Details
Deal List: Detailed list of all open deals, including fields such as opportunity name, owner, stage, value, close date, and next steps.
Top Opportunities: Highlight of the highest-value opportunities currently in the pipeline.

Stage Analysis:
Conversion Rates: Percentage of opportunities that move from one stage to the next.
Average Time in Stage: Average duration opportunities spend in each stage.
Stage-to-Stage Velocity: Speed at which opportunities move through the pipeline stages.

3.0 Broken Windows Dashboard
Purpose: Ensure data integrity by identifying process deviations and enforcing adherence to sales workflows.

Key Components:
Deals with Past Close Dates
Deal Count & Pipeline Impact: Shows opportunities with outdated close dates.
Specific Sellers: Highlights reps with the most discrepancies.
Follow-Up Dates in the Past
Deal Count & Pipeline Impact: Tracks outdated follow-ups.
Specific Sellers: Identifies AEs responsible for missed follow-ups.

Blank Next Steps
Count & Pipeline ARR: Shows deals missing next steps.
Specific Sellers: Highlights reps with the most blank next steps.
Stalled Deals
Stalled Deals Count & Pipeline Value: Flags deals stuck in the pipeline for over XX days.
Priority Stages: Focuses on critical deal stages (e.g., Verify, Prove, Negotiation, Legal/Procurement).
Skipping Stage 0
Meetings Set Without Stage 0 Deal: Identifies process deviations where CRM fields were skipped.

Integration of Marketing & Sales Dashboards
Purpose: Enhance visibility into the full client journey by linking marketing engagement data with sales pipeline tracking.

Key Components:
Marketing Attribution to Deals
Map client acquisition sources to sales outcomes.
Identify marketing channels driving the highest conversion rates.
Lead to Deal Conversion Tracking
Show lead generation by source and progression into sales pipeline stages.
Show time at each stage (duration) Allowing us to understand which leads close the quickest deals.
Enable segmentation by campaign, region, and product.
Useful to also be able to segment by industry, and role of main stakeholder. Giving insights into where best to spend our time in future

Customer Journey Visibility
Provide end-to-end tracking from initial marketing touchpoint to deal closure.
Surface engagement metrics (e.g., content interactions, event participation) alongside sales conversions.

Forecasting - CRM Module
Overview
The Forecast module that is included in most CRMs is a powerful tool designed to help sales and leadership teams predict future sales revenue based on the current pipeline. It allows users to set sales targets, track progress towards those targets, and analyze performance at various levels, such as individual sales reps, teams, or the entire organization. By providing a detailed and accurate view of expected sales revenue, a forecast module can help ensure that potential shortfalls are identified early, and strategic decisions are based on reliable data.

Purpose
The primary purpose of a Forecast module is to enable accurate sales forecasting and performance management by:

Providing a clear picture of expected future revenue.
Helping sales managers set realistic sales targets and quotas.
Tracking the progress of sales teams towards their targets.
Identifying potential gaps in achieving sales goals.
Facilitating strategic planning and decision-making based on reliable data.

Users
Sales Managers: Use the Forecast module to set realistic sales targets, monitor progress, and make data-driven decisions.
Leadership Team: Access accurate and up-to-date forecasts to inform strategic planning, resource allocation, and performance evaluations.

Specifications
Every CRM has its own flavor of a forecast module. In general, this should be a single place to find the following information:

Sales Targets:
Target Setting: Allows sales managers to set sales targets for individual reps, teams, or the entire organization for specific time periods (e.g., monthly, quarterly, annually).
Quota Management: Helps in assigning and managing sales quotas at various levels, ensuring that each rep and team knows their targets.

Forecast Categories:
Pipeline Forecast: Aggregates opportunities from the sales pipeline to provide an overall revenue forecast.
Commit Forecast: Reflects the committed deals that are highly likely to close within the forecast period.
Best Case Forecast: Projects revenue based on the best-case scenario, considering the highest probability deals.

Progress Tracking:
Forecast vs. Actual: Compares forecasted revenue against actual sales to measure performance.
Achievement Metrics: Tracks the percentage of target achievement for reps and teams.","9 hours ago",0,"Intermediate","Est. Budget:",0,"['Zoho CRM', 'Zoho Creator', 'Customer Relationship Management', 'API Development']",56.58
4.9,300000.0,"United States","Payment verified","https://www.upwork.com/jobs/Langchain-Agent-Natural-Language-Queries-SQL-Tables_~021889098698932276843/?referrer_url_path=find_work_home","Langchain AI Agent : Natural Language Queries On SQL Tables","I need an expert who can implement the planning pattern to enable natural language queries on a couple of SQL tables I have. 

# INPUT
1. You will be given a mysql dump of the 4 tables. 

# TECH CONSIDERATIONS
1. I'm thinking you will use Langchain and SQLAgent to implement this (do let me know if I am wrong about this) 
2. I need it to be fault tolerant -- please note: This is NOT a 1-shot text-to-sql project (we tried that, it does not work)
3. Its expected that the system will self-correct if there is an error.  (so you will need to implement Plan-Execute-Refine agent) 
4. For text fields (like user_input, openai_response), its expected that we add embeddings so that we can have semantic match (I would suggest pgvector for this) 

# DELIVERABLE
1. Langchain agent for above requirements (maybe SQLAgent?) 
2. Test suite of anticipated questions users will ask. 
3. Full logging and explainability (so that we can see what the agent is doing) 

# BUDGET
1. Please bid with an estimate for this project -- based on what you think it will take. 

# OTHER CONSIDERATIONS
1. This can become a full-time opportunity -- we have a ton of projects going on in parallel (see my Upwork profile)","yesterday",0,"Expert","Est. Time:",0,"['AI Agent Development', 'LangChain']",43.03
4.9,300000.0,"United States","Payment verified","https://www.upwork.com/jobs/Machine-Learning-Fine-Tune-Deepseek-Coding-Assistant_~021889090477080943941/?referrer_url_path=find_work_home","Machine Learning : Fine Tune Deepseek R1 As Coding Assistant","I need an expert who can fine tune Deepseek as explained in the article below.

https://www.datacamp.com/tutorial/fine-tuning-deepseek-r1-reasoning-model?utm_source=chatgpt.com

I’m trying to fine tune Deepseek using the documentation and OpenAPI spec for our SaaS API. I have lots of cookbook recipes that can be fed into the fine tuning. 

# GOAL
1. Create a coding assistant fine tuned to the code samples. 

# DELIVERABLE
1. Hosted fine-tuned distilled model
2. Frontend where the distilled model can be tested (maybe something from github?) 
3. Rigorous testing (not just happy flows) 

# BUDGET
1. Please provide an estimate for this project -- based on what you think it will take. 

# OTHER CONSIDERATIONS
1. This can become a full-time opportunity -- we have a ton of projects going on in parallel (see my Upwork profile)","yesterday",0,"Expert","Est. Time:",0,"['Machine Learning', 'Fine Tuning', 'Deepseek']",43.03
5.0,300000.0,"United States","Payment verified","https://www.upwork.com/jobs/Integration-API-Expert-for-Lead-Generation_~021889468365097639237/?referrer_url_path=find_work_home","AI Integration / API  Expert for Lead Generation","Overview
We are seeking an experienced AI Developer with expertise in RelevanceAI, automation tools, and lead generation workflows. The project is a one-off engagement with the possibility of future collaborations. The ideal candidate will be responsible for building AI agents that automate our end-to-end lead-generation process, utilizing RelevanceAI or AI platforms.

About Us 
We are a strategy-driven, fun and exciting creative agency that specializes in helping Consumer Packaged Goods (CPG) companies design leading brands with superior Brand Design and Conversion-Driven Packaging Design. As part of our growth, we are investing in AI-driven lead generation to streamline our sales processes and enhance client acquisition.

Key Responsibilities
• Design and implement AI agents for lead scraping, outreach personalization, and follow-ups.
• Develop automation workflows using RelevanceAI, Clay AI, Instantly, Zapier, Apollo, LinkedIn Sales Navigator, and Close CRM.
• Implement personalized outreach strategies.
• Set up follow-up sequences every 2-3 days for 2-3 weeks to maximize engagement.
• Build a lead scoring system that ranks leads based on engagement.
• Automate lead segmentation (categorizing leads as warm, cold, or engaged).
• Integrate Slack and Close CRM notifications for high-value leads.
• Ensure seamless data flow between different tools and platforms.
• Optimize AI workflows for accuracy, efficiency, and improved response rates.

Requirements
• Strong experience with AI-driven automation, APIs, and lead generation.
• Expert in RelevanceAI, Clay AI, Instantly, Zapier, Apollo, and LinkedIn Sales Navigator.
• Strong experience with email automation tools and CRMs like Close CRM.
• Ability to design, test, and iterate AI workflows to improve performance.
• Familiarity with scraping and enrichment tools for lead data collection.
• Experience in setting up notifications and alerts for sales & marketing teams.
• Strong problem-solving skills and ability to work independently.
• FLUENT in English, both writing and speaking

Preferred Qualifications
• Experience in B2B lead generation and outreach automation.
• Prior work on AI-based email personalization and engagement strategies.
• Background in marketing automation or sales tech stacks.

We'd love to hear from you if you have experience building AI-powered lead gen systems and automation workflows. Apply with a portfolio or case studies showcasing relevant work.","5 hours ago",0,"Intermediate","Est. Time:",0,"['AI Model Integration', 'Application Integration', 'API', 'AI Agent Development', 'AI Builder', 'API Integration']",40.0
4.9,300000.0,"United States","Payment verified","https://www.upwork.com/jobs/Looking-for-help-with-some-Slack-integrations_~021889519749671594239/?referrer_url_path=find_work_home","Looking for help with some  Slack AI integrations","I'm looking for help with a few integrations for Slack AI 

Preferably someone with experience with slack AI .

I want to to mainly be able to link slack up with extensiv , google sheets , bigcommerce , etc ..","2 hours ago",0,"Intermediate","Est. Time:",0,"['API', 'Chatbot Development', 'JavaScript', 'Amazon Web Services', 'Python', 'Slack', 'Node.js', 'Ruby']",39.7
4.5,200000.0,"United States","Payment verified","https://www.upwork.com/jobs/Senior-Data-Engineer_~021889226041442077658/?referrer_url_path=find_work_home","Senior Data Engineer","Responsibilities:
Experience 7 to 12 years.
We are seeking a talented and motivated data analyst/engineer. You will be working closely with our lead data engineer to perform data validation and build data pipelines.

•        Design, develop, and maintain data pipelines and infrastructure

•        Ensure data is clean, accurate, and accessible

•        Build and maintain data warehouses, data lakes, and other data storage solutions

•        Develop and maintain ETL processes

•        Collaborate with other engineers, data architects, ETL developers, and stakeholders to ensure that our data infrastructure meets business needs

•        Stay up to date with the latest developments in data engineering and recommend new tools and techniques to improve our data infrastructure.

Requirements:

•        At least 3 years of experience in data analyst, data engineering, or a related field

•        At least 3 years of experience using Snowflake

•        Strong knowledge of SQL, Python, DBT, Git

•        Experience with cloud-based data storage solutions such as AWS, Azure, or Google Cloud

•        Experience with data warehousing, data lakes, and data modelling

•        Strong problem-solving skills and ability to work independently

•        Excellent communication skills.","yesterday",0,"Expert","Est. Time:",0,"['dbt', 'Snowflake', 'Python', 'Data Build tool', 'AWS Cloud9', 'Azure cloud', 'Data ware housing', 'Data Modeling']",37.39
4.5,200000.0,"United States","Payment verified","https://www.upwork.com/jobs/Fractional-Chief-Technology-Officer-CTO_~021889034138245897541/?referrer_url_path=find_work_home","Fractional Chief Technology Officer (CTO)","As Chief Technology Officer, you will oversee all aspects of technology within the organization. You will lead strategic initiatives, manage technical teams, and ensure the effective integration of advanced technologies to drive business growth and streamline operations.

Key Responsibilities:
-Develop and execute the company’s technology vision and strategy.
-Lead research and development efforts to implement innovative solutions.
-Optimize internal processes and workflows through technology and automation.
-Manage and mentor IT, development, and engineering teams.
-Collaborate with other departments to align technology with business objectives.
-Ensure robust cybersecurity measures and data protection protocols.

Qualifications:
-Minimum 10 years of proven experience in a senior technology leadership role.
-Strong expertise in technology strategy, innovation, and team leadership.
-Solid understanding of cybersecurity, process optimization, and emerging technologies.
-Excellent problem-solving and collaboration skills.
-Bachelor's Degree in Computer Science or any related field is required. Master's Degree is a PLUS.","yesterday",0,"Expert","Est. Time:",0,"['Manufacturing & Construction', 'Research & Strategy', 'Leadership Development', 'Project Management', 'Cybersecurity Management']",37.39
5.0,200000.0,"Australia","Payment verified","https://www.upwork.com/jobs/Looker-Studio-Specialist-for-SEO-Reports-GA4-GTM-Integration_~021889124920663176506/?referrer_url_path=find_work_home","Looker Studio Specialist for SEO Reports, GA4 & GTM Integration","We need an experienced Looker Studio specialist to help us with our Lookerstudio SEO Reports and resolve GA4 conversion tracking and data source disconnection issues. 

Most of our clients are using Wordpress, some Shopify, and we are tracking traffic and conversions. Currently, we generate individual SEO reports in Looker Studio using the following data sources:

Google Analytics 4 (GA4)
Google Search Console (GSC)
SEMRush (Site Audit, Domain Analytics, Backlinks, Organic Search Positions)
Ahrefs

We also maintain Overview Reports combining multiple clients into a single report, but struggle with frequent data disconnections and conversion data showing wrong numbers.

What We Need:
✅ Fix recurring data source disconnections
✅ Ensure accurate GA4 conversion tracking via GTM.
✅ Fix our SEO report setup for Overview Reports
✅ Implement best practices & train our team for accurate setup.

Skills & Experience:

✅Expert in Looker Studio & SEO reporting
✅Strong knowledge of GA4, GTM, GSC, SEMRush, Ahrefs
✅Experience troubleshooting API/data connection issues
✅Familiarity with report automation & maintenance

This may lead to ongoing maintenance work.
Apply with relevant experience, past projects, and availability.","yesterday",0,"Intermediate","Est. Time:",0,"['Google Analytics', 'Google Tag Manager', 'Looker Studio', 'Campaign Reporting']",35.56
